test_id,model,dataset,datasetSize,threads,queryName,queryType,elapsedTime,numEntities,numMachines
ae1cb92c-9f24-4d26-bcf8-50b3fc7c9b18,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,258,8,1
ae1cb92c-9f24-4d26-bcf8-50b3fc7c9b18,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,494,100,1
ae1cb92c-9f24-4d26-bcf8-50b3fc7c9b18,stgraph,smartbench,small,32,AgentHistory,edgesDirection,19,1,1
abec87ba-c2f8-46ee-a8ce-df1eb54ff229,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
abec87ba-c2f8-46ee-a8ce-df1eb54ff229,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,269,100,1
abec87ba-c2f8-46ee-a8ce-df1eb54ff229,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,259,100,1
abec87ba-c2f8-46ee-a8ce-df1eb54ff229,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,253,8,1
abec87ba-c2f8-46ee-a8ce-df1eb54ff229,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,497,100,1
abec87ba-c2f8-46ee-a8ce-df1eb54ff229,stgraph,smartbench,small,32,AgentHistory,edgesDirection,20,1,1
b854f765-af20-4551-aef8-c1a23f4eb015,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
b854f765-af20-4551-aef8-c1a23f4eb015,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,284,100,1
b854f765-af20-4551-aef8-c1a23f4eb015,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,260,100,1
b854f765-af20-4551-aef8-c1a23f4eb015,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,289,8,1
b854f765-af20-4551-aef8-c1a23f4eb015,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,481,100,1
b854f765-af20-4551-aef8-c1a23f4eb015,stgraph,smartbench,small,32,AgentHistory,edgesDirection,20,1,1
3bde1f84-93ca-45c9-a851-83989ff13bb8,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
3bde1f84-93ca-45c9-a851-83989ff13bb8,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,266,100,1
3bde1f84-93ca-45c9-a851-83989ff13bb8,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,267,100,1
3bde1f84-93ca-45c9-a851-83989ff13bb8,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,260,8,1
3bde1f84-93ca-45c9-a851-83989ff13bb8,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,489,100,1
3bde1f84-93ca-45c9-a851-83989ff13bb8,stgraph,smartbench,small,32,AgentHistory,edgesDirection,17,1,1
9db6fd68-38a8-4412-82ef-6fa78c03b72a,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
9db6fd68-38a8-4412-82ef-6fa78c03b72a,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,267,100,1
9db6fd68-38a8-4412-82ef-6fa78c03b72a,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,258,100,1
9db6fd68-38a8-4412-82ef-6fa78c03b72a,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,254,8,1
9db6fd68-38a8-4412-82ef-6fa78c03b72a,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,543,100,1
9db6fd68-38a8-4412-82ef-6fa78c03b72a,stgraph,smartbench,small,32,AgentHistory,edgesDirection,15,1,1
4830d5a1-8056-4864-9650-9490a36f3b28,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
4830d5a1-8056-4864-9650-9490a36f3b28,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,267,100,1
4830d5a1-8056-4864-9650-9490a36f3b28,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,253,100,1
4830d5a1-8056-4864-9650-9490a36f3b28,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,267,8,1
4830d5a1-8056-4864-9650-9490a36f3b28,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,482,100,1
4830d5a1-8056-4864-9650-9490a36f3b28,stgraph,smartbench,small,32,AgentHistory,edgesDirection,22,1,1
02e4c7bf-17d5-4e8a-9d57-a8df589adde8,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
02e4c7bf-17d5-4e8a-9d57-a8df589adde8,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,316,100,1
02e4c7bf-17d5-4e8a-9d57-a8df589adde8,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,263,100,1
02e4c7bf-17d5-4e8a-9d57-a8df589adde8,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,290,8,1
02e4c7bf-17d5-4e8a-9d57-a8df589adde8,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,483,100,1
02e4c7bf-17d5-4e8a-9d57-a8df589adde8,stgraph,smartbench,small,32,AgentHistory,edgesDirection,20,1,1
9f148f25-dcaf-4028-82c0-0eec00d915d5,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
9f148f25-dcaf-4028-82c0-0eec00d915d5,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,262,100,1
9f148f25-dcaf-4028-82c0-0eec00d915d5,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,263,100,1
9f148f25-dcaf-4028-82c0-0eec00d915d5,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,260,8,1
9f148f25-dcaf-4028-82c0-0eec00d915d5,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,488,100,1
9f148f25-dcaf-4028-82c0-0eec00d915d5,stgraph,smartbench,small,32,AgentHistory,edgesDirection,17,1,1
f33a7f1f-c647-4022-9a61-77ddc82847ba,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
f33a7f1f-c647-4022-9a61-77ddc82847ba,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,270,100,1
f33a7f1f-c647-4022-9a61-77ddc82847ba,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,271,100,1
f33a7f1f-c647-4022-9a61-77ddc82847ba,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,265,8,1
f33a7f1f-c647-4022-9a61-77ddc82847ba,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,485,100,1
f33a7f1f-c647-4022-9a61-77ddc82847ba,stgraph,smartbench,small,32,AgentHistory,edgesDirection,18,1,1
53bfcba1-ecba-4d8e-bbaf-a660d3978566,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
53bfcba1-ecba-4d8e-bbaf-a660d3978566,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,269,100,1
53bfcba1-ecba-4d8e-bbaf-a660d3978566,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,281,100,1
53bfcba1-ecba-4d8e-bbaf-a660d3978566,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,262,8,1
53bfcba1-ecba-4d8e-bbaf-a660d3978566,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,484,100,1
53bfcba1-ecba-4d8e-bbaf-a660d3978566,stgraph,smartbench,small,32,AgentHistory,edgesDirection,20,1,1
9dcda485-1aa6-47ae-9206-b62c6fa674d3,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,2,10,1
9dcda485-1aa6-47ae-9206-b62c6fa674d3,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,273,100,1
9dcda485-1aa6-47ae-9206-b62c6fa674d3,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,257,100,1
9dcda485-1aa6-47ae-9206-b62c6fa674d3,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,261,8,1
9dcda485-1aa6-47ae-9206-b62c6fa674d3,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,480,100,1
9dcda485-1aa6-47ae-9206-b62c6fa674d3,stgraph,smartbench,small,32,AgentHistory,edgesDirection,19,1,1
9146e17e-b5b7-4edf-9db1-33f2e5f9913b,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,2,10,1
9146e17e-b5b7-4edf-9db1-33f2e5f9913b,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,262,100,1
9146e17e-b5b7-4edf-9db1-33f2e5f9913b,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,258,100,1
9146e17e-b5b7-4edf-9db1-33f2e5f9913b,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,259,8,1
9146e17e-b5b7-4edf-9db1-33f2e5f9913b,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,482,100,1
9146e17e-b5b7-4edf-9db1-33f2e5f9913b,stgraph,smartbench,small,32,AgentHistory,edgesDirection,17,1,1
0e2c2c94-2c5c-4e4c-9372-3ddc08d54877,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
0e2c2c94-2c5c-4e4c-9372-3ddc08d54877,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,268,100,1
0e2c2c94-2c5c-4e4c-9372-3ddc08d54877,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,262,100,1
0e2c2c94-2c5c-4e4c-9372-3ddc08d54877,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,294,8,1
0e2c2c94-2c5c-4e4c-9372-3ddc08d54877,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,486,100,1
0e2c2c94-2c5c-4e4c-9372-3ddc08d54877,stgraph,smartbench,small,32,AgentHistory,edgesDirection,17,1,1
de1017c4-35ad-436b-8f85-f4ffb4f3527a,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,2,10,1
de1017c4-35ad-436b-8f85-f4ffb4f3527a,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,273,100,1
de1017c4-35ad-436b-8f85-f4ffb4f3527a,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,252,100,1
de1017c4-35ad-436b-8f85-f4ffb4f3527a,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,270,8,1
de1017c4-35ad-436b-8f85-f4ffb4f3527a,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,466,100,1
de1017c4-35ad-436b-8f85-f4ffb4f3527a,stgraph,smartbench,small,32,AgentHistory,edgesDirection,21,1,1
fb11a884-757d-41f7-8f11-b79440ce3fb3,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,3,10,1
fb11a884-757d-41f7-8f11-b79440ce3fb3,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,264,100,1
fb11a884-757d-41f7-8f11-b79440ce3fb3,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,253,100,1
fb11a884-757d-41f7-8f11-b79440ce3fb3,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,265,8,1
fb11a884-757d-41f7-8f11-b79440ce3fb3,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,475,100,1
fb11a884-757d-41f7-8f11-b79440ce3fb3,stgraph,smartbench,small,32,AgentHistory,edgesDirection,16,1,1
475e3116-7743-4089-8d7a-a251e81bb219,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,2,10,1
475e3116-7743-4089-8d7a-a251e81bb219,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,264,100,1
475e3116-7743-4089-8d7a-a251e81bb219,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,263,100,1
475e3116-7743-4089-8d7a-a251e81bb219,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,263,8,1
475e3116-7743-4089-8d7a-a251e81bb219,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,481,100,1
475e3116-7743-4089-8d7a-a251e81bb219,stgraph,smartbench,small,32,AgentHistory,edgesDirection,19,1,1
ae676d9c-c85a-4693-9fef-18829c7b88b3,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
ae676d9c-c85a-4693-9fef-18829c7b88b3,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,285,100,1
ae676d9c-c85a-4693-9fef-18829c7b88b3,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,271,100,1
ae676d9c-c85a-4693-9fef-18829c7b88b3,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,262,8,1
ae676d9c-c85a-4693-9fef-18829c7b88b3,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,483,100,1
ae676d9c-c85a-4693-9fef-18829c7b88b3,stgraph,smartbench,small,32,AgentHistory,edgesDirection,19,1,1
862e2025-5ad4-4532-9b1d-e06da0aca687,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
862e2025-5ad4-4532-9b1d-e06da0aca687,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,273,100,1
862e2025-5ad4-4532-9b1d-e06da0aca687,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,260,100,1
862e2025-5ad4-4532-9b1d-e06da0aca687,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,267,8,1
862e2025-5ad4-4532-9b1d-e06da0aca687,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,479,100,1
862e2025-5ad4-4532-9b1d-e06da0aca687,stgraph,smartbench,small,32,AgentHistory,edgesDirection,17,1,1
31adf116-ea21-4d14-8370-bd00f44fd899,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
31adf116-ea21-4d14-8370-bd00f44fd899,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,263,100,1
31adf116-ea21-4d14-8370-bd00f44fd899,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,264,100,1
31adf116-ea21-4d14-8370-bd00f44fd899,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,256,8,1
31adf116-ea21-4d14-8370-bd00f44fd899,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,486,100,1
31adf116-ea21-4d14-8370-bd00f44fd899,stgraph,smartbench,small,32,AgentHistory,edgesDirection,20,1,1
8cb089b5-1daf-448a-b9e5-496b92d4023b,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
8cb089b5-1daf-448a-b9e5-496b92d4023b,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,267,100,1
8cb089b5-1daf-448a-b9e5-496b92d4023b,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,296,100,1
8cb089b5-1daf-448a-b9e5-496b92d4023b,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,264,8,1
8cb089b5-1daf-448a-b9e5-496b92d4023b,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,515,100,1
8cb089b5-1daf-448a-b9e5-496b92d4023b,stgraph,smartbench,small,32,AgentHistory,edgesDirection,20,1,1
fc7b7de7-b13f-42e0-9f19-6031a7146aa5,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
fc7b7de7-b13f-42e0-9f19-6031a7146aa5,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,268,100,1
fc7b7de7-b13f-42e0-9f19-6031a7146aa5,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,264,100,1
fc7b7de7-b13f-42e0-9f19-6031a7146aa5,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,257,8,1
fc7b7de7-b13f-42e0-9f19-6031a7146aa5,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,489,100,1
fc7b7de7-b13f-42e0-9f19-6031a7146aa5,stgraph,smartbench,small,32,AgentHistory,edgesDirection,18,1,1
422f7e66-77af-4e65-9e35-52cadee382dc,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
422f7e66-77af-4e65-9e35-52cadee382dc,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,265,100,1
422f7e66-77af-4e65-9e35-52cadee382dc,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,258,100,1
422f7e66-77af-4e65-9e35-52cadee382dc,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,258,8,1
422f7e66-77af-4e65-9e35-52cadee382dc,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,469,100,1
422f7e66-77af-4e65-9e35-52cadee382dc,stgraph,smartbench,small,32,AgentHistory,edgesDirection,17,1,1
5b008eec-ae5b-4dd3-b7c8-950482dd9143,stgraph,smartbench,small,32,EnvironmentCoverage,edgesDirection,1,10,1
5b008eec-ae5b-4dd3-b7c8-950482dd9143,stgraph,smartbench,small,32,EnvironmentAggregate,edgesDirection,280,100,1
5b008eec-ae5b-4dd3-b7c8-950482dd9143,stgraph,smartbench,small,32,MaintenanceOwners,edgesDirection,253,100,1
5b008eec-ae5b-4dd3-b7c8-950482dd9143,stgraph,smartbench,small,32,EnvironmentOutlier,edgesDirection,288,8,1
5b008eec-ae5b-4dd3-b7c8-950482dd9143,stgraph,smartbench,small,32,AgentOutlier,edgesDirection,481,100,1
5b008eec-ae5b-4dd3-b7c8-950482dd9143,stgraph,smartbench,small,32,AgentHistory,edgesDirection,16,1,1
d3352035-9478-4789-a2ef-ce1f86792532,stgraph,smartbench,small,64,EnvironmentCoverage,edgesDirection,35,10,1
d3352035-9478-4789-a2ef-ce1f86792532,stgraph,smartbench,small,64,EnvironmentAggregate,edgesDirection,429,100,1
d3352035-9478-4789-a2ef-ce1f86792532,stgraph,smartbench,small,64,MaintenanceOwners,edgesDirection,432,100,1
d3352035-9478-4789-a2ef-ce1f86792532,stgraph,smartbench,small,64,EnvironmentOutlier,edgesDirection,325,8,1
d3352035-9478-4789-a2ef-ce1f86792532,stgraph,smartbench,small,64,AgentOutlier,edgesDirection,502,100,1
d3352035-9478-4789-a2ef-ce1f86792532,stgraph,smartbench,small,64,AgentHistory,edgesDirection,21,1,1
47a996dc-05d2-438a-8b28-8ab0705710eb,stgraph,smartbench,small,64,EnvironmentCoverage,edgesDirection,2,10,1
47a996dc-05d2-438a-8b28-8ab0705710eb,stgraph,smartbench,small,64,EnvironmentAggregate,edgesDirection,318,100,1
47a996dc-05d2-438a-8b28-8ab0705710eb,stgraph,smartbench,small,64,MaintenanceOwners,edgesDirection,274,100,1
47a996dc-05d2-438a-8b28-8ab0705710eb,stgraph,smartbench,small,64,EnvironmentOutlier,edgesDirection,275,8,1
47a996dc-05d2-438a-8b28-8ab0705710eb,stgraph,smartbench,small,64,AgentOutlier,edgesDirection,518,100,1
47a996dc-05d2-438a-8b28-8ab0705710eb,stgraph,smartbench,small,64,AgentHistory,edgesDirection,21,1,1
d0f866c3-6c7d-40d2-8cfd-b4020ec93118,stgraph,smartbench,small,64,EnvironmentCoverage,edgesDirection,2,10,1
d0f866c3-6c7d-40d2-8cfd-b4020ec93118,stgraph,smartbench,small,64,EnvironmentAggregate,edgesDirection,280,100,1
d0f866c3-6c7d-40d2-8cfd-b4020ec93118,stgraph,smartbench,small,64,MaintenanceOwners,edgesDirection,292,100,1
d0f866c3-6c7d-40d2-8cfd-b4020ec93118,stgraph,smartbench,small,64,EnvironmentOutlier,edgesDirection,283,8,1
d0f866c3-6c7d-40d2-8cfd-b4020ec93118,stgraph,smartbench,small,64,AgentOutlier,edgesDirection,483,100,1
d0f866c3-6c7d-40d2-8cfd-b4020ec93118,stgraph,smartbench,small,64,AgentHistory,edgesDirection,19,1,1
aa40390f-c9f4-4088-9910-accb78924f7a,stgraph,smartbench,small,64,EnvironmentCoverage,edgesDirection,2,10,1
aa40390f-c9f4-4088-9910-accb78924f7a,stgraph,smartbench,small,64,EnvironmentAggregate,edgesDirection,269,100,1
aa40390f-c9f4-4088-9910-accb78924f7a,stgraph,smartbench,small,64,MaintenanceOwners,edgesDirection,268,100,1
aa40390f-c9f4-4088-9910-accb78924f7a,stgraph,smartbench,small,64,EnvironmentOutlier,edgesDirection,265,8,1
aa40390f-c9f4-4088-9910-accb78924f7a,stgraph,smartbench,small,64,AgentOutlier,edgesDirection,497,100,1
aa40390f-c9f4-4088-9910-accb78924f7a,stgraph,smartbench,small,64,AgentHistory,edgesDirection,21,1,1
4cfbcbad-7b78-483d-a995-ae8e27cca116,stgraph,smartbench,small,64,EnvironmentCoverage,edgesDirection,2,10,1
4cfbcbad-7b78-483d-a995-ae8e27cca116,stgraph,smartbench,small,64,EnvironmentAggregate,edgesDirection,265,100,1
4cfbcbad-7b78-483d-a995-ae8e27cca116,stgraph,smartbench,small,64,MaintenanceOwners,edgesDirection,276,100,1
4cfbcbad-7b78-483d-a995-ae8e27cca116,stgraph,smartbench,small,64,EnvironmentOutlier,edgesDirection,271,8,1
4cfbcbad-7b78-483d-a995-ae8e27cca116,stgraph,smartbench,small,64,AgentOutlier,edgesDirection,506,100,1
4cfbcbad-7b78-483d-a995-ae8e27cca116,stgraph,smartbench,small,64,AgentHistory,edgesDirection,18,1,1
78ba4919-cca7-4aae-a62f-81052aa7bd19,stgraph,smartbench,small,64,EnvironmentCoverage,edgesDirection,1,10,1
78ba4919-cca7-4aae-a62f-81052aa7bd19,stgraph,smartbench,small,64,EnvironmentAggregate,edgesDirection,259,100,1
78ba4919-cca7-4aae-a62f-81052aa7bd19,stgraph,smartbench,small,64,MaintenanceOwners,edgesDirection,290,100,1
78ba4919-cca7-4aae-a62f-81052aa7bd19,stgraph,smartbench,small,64,EnvironmentOutlier,edgesDirection,268,8,1
78ba4919-cca7-4aae-a62f-81052aa7bd19,stgraph,smartbench,small,64,AgentOutlier,edgesDirection,518,100,1
78ba4919-cca7-4aae-a62f-81052aa7bd19,stgraph,smartbench,small,64,AgentHistory,edgesDirection,19,1,1
17c5041a-9a9c-4860-96e3-068cf75737cd,stgraph,smartbench,small,64,EnvironmentCoverage,edgesDirection,2,10,1
17c5041a-9a9c-4860-96e3-068cf75737cd,stgraph,smartbench,small,64,EnvironmentAggregate,edgesDirection,270,100,1
17c5041a-9a9c-4860-96e3-068cf75737cd,stgraph,smartbench,small,64,MaintenanceOwners,edgesDirection,263,100,1
17c5041a-9a9c-4860-96e3-068cf75737cd,stgraph,smartbench,small,64,EnvironmentOutlier,edgesDirection,271,8,1
17c5041a-9a9c-4860-96e3-068cf75737cd,stgraph,smartbench,small,64,AgentOutlier,edgesDirection,481,100,1
17c5041a-9a9c-4860-96e3-068cf75737cd,stgraph,smartbench,small,64,AgentHistory,edgesDirection,17,1,1
0465e8f5-ef91-4f0a-9820-91f98af02b39,stgraph,smartbench,small,64,EnvironmentCoverage,edgesDirection,1,10,1
0465e8f5-ef91-4f0a-9820-91f98af02b39,stgraph,smartbench,small,64,EnvironmentAggregate,edgesDirection,264,100,1
0465e8f5-ef91-4f0a-9820-91f98af02b39,stgraph,smartbench,small,64,MaintenanceOwners,edgesDirection,263,100,1
0465e8f5-ef91-4f0a-9820-91f98af02b39,stgraph,smartbench,small,64,EnvironmentOutlier,edgesDirection,262,8,1
0465e8f5-ef91-4f0a-9820-91f98af02b39,stgraph,smartbench,small,64,AgentOutlier,edgesDirection,503,100,1
0465e8f5-ef91-4f0a-9820-91f98af02b39,stgraph,smartbench,small,64,AgentHistory,edgesDirection,16,1,1
f5b1fbb2-60e5-4381-8678-73ffc9a810de,stgraph,smartbench,small,64,EnvironmentCoverage,edgesDirection,1,10,1
f5b1fbb2-60e5-4381-8678-73ffc9a810de,stgraph,smartbench,small,64,EnvironmentAggregate,edgesDirection,266,100,1
f5b1fbb2-60e5-4381-8678-73ffc9a810de,stgraph,smartbench,small,64,MaintenanceOwners,edgesDirection,270,100,1
f5b1fbb2-60e5-4381-8678-73ffc9a810de,stgraph,smartbench,small,64,EnvironmentOutlier,edgesDirection,298,8,1
f5b1fbb2-60e5-4381-8678-73ffc9a810de,stgraph,smartbench,small,64,AgentOutlier,edgesDirection,488,100,1
f5b1fbb2-60e5-4381-8678-73ffc9a810de,stgraph,smartbench,small,64,AgentHistory,edgesDirection,21,1,1
9f73c177-8b84-4441-a68b-f701840d131a,stgraph,smartbench,small,64,EnvironmentCoverage,edgesDirection,0,10,1
9f73c177-8b84-4441-a68b-f701840d131a,stgraph,smartbench,small,64,EnvironmentAggregate,edgesDirection,281,100,1
9f73c177-8b84-4441-a68b-f701840d131a,stgraph,smartbench,small,64,MaintenanceOwners,edgesDirection,266,100,1
9f73c177-8b84-4441-a68b-f701840d131a,stgraph,smartbench,small,64,EnvironmentOutlier,edgesDirection,271,8,1
9f73c177-8b84-4441-a68b-f701840d131a,stgraph,smartbench,small,64,AgentOutlier,edgesDirection,493,100,1
9f73c177-8b84-4441-a68b-f701840d131a,stgraph,smartbench,small,64,AgentHistory,edgesDirection,17,1,1
cfd97ad3-7127-43e2-abd3-100e38b86202,stgraph,smartbench,small,64,EnvironmentCoverage,edgesDirection,1,10,1
cfd97ad3-7127-43e2-abd3-100e38b86202,stgraph,smartbench,small,64,EnvironmentAggregate,edgesDirection,273,100,1
cfd97ad3-7127-43e2-abd3-100e38b86202,stgraph,smartbench,small,64,MaintenanceOwners,edgesDirection,253,100,1
cfd97ad3-7127-43e2-abd3-100e38b86202,stgraph,smartbench,small,64,EnvironmentOutlier,edgesDirection,259,8,1
cfd97ad3-7127-43e2-abd3-100e38b86202,stgraph,smartbench,small,64,AgentOutlier,edgesDirection,498,100,1
cfd97ad3-7127-43e2-abd3-100e38b86202,stgraph,smartbench,small,64,AgentHistory,edgesDirection,20,1,1
7b960fe9-5cc0-455f-b4a2-b3c568ded78e,stgraph,smartbench,small,64,EnvironmentCoverage,edgesDirection,1,10,1
7b960fe9-5cc0-455f-b4a2-b3c568ded78e,stgraph,smartbench,small,64,EnvironmentAggregate,edgesDirection,281,100,1
7b960fe9-5cc0-455f-b4a2-b3c568ded78e,stgraph,smartbench,small,64,MaintenanceOwners,edgesDirection,268,100,1
7b960fe9-5cc0-455f-b4a2-b3c568ded78e,stgraph,smartbench,small,64,EnvironmentOutlier,edgesDirection,262,8,1
7b960fe9-5cc0-455f-b4a2-b3c568ded78e,stgraph,smartbench,small,64,AgentOutlier,edgesDirection,479,100,1
7b960fe9-5cc0-455f-b4a2-b3c568ded78e,stgraph,smartbench,small,64,AgentHistory,edgesDirection,21,1,1
408805c7-0dd8-463b-8ede-5f4174cef9fc,stgraph,smartbench,small,64,EnvironmentCoverage,edgesDirection,1,10,1
408805c7-0dd8-463b-8ede-5f4174cef9fc,stgraph,smartbench,small,64,EnvironmentAggregate,edgesDirection,284,100,1
408805c7-0dd8-463b-8ede-5f4174cef9fc,stgraph,smartbench,small,64,MaintenanceOwners,edgesDirection,272,100,1
408805c7-0dd8-463b-8ede-5f4174cef9fc,stgraph,smartbench,small,64,EnvironmentOutlier,edgesDirection,263,8,1
408805c7-0dd8-463b-8ede-5f4174cef9fc,stgraph,smartbench,small,64,AgentOutlier,edgesDirection,519,100,1
408805c7-0dd8-463b-8ede-5f4174cef9fc,stgraph,smartbench,small,64,AgentHistory,edgesDirection,16,1,1
247bb2ac-b7ba-4b04-a07c-72144e7c8c75,stgraph,smartbench,small,64,EnvironmentCoverage,edgesDirection,0,10,1
247bb2ac-b7ba-4b04-a07c-72144e7c8c75,stgraph,smartbench,small,64,EnvironmentAggregate,edgesDirection,265,100,1
247bb2ac-b7ba-4b04-a07c-72144e7c8c75,stgraph,smartbench,small,64,MaintenanceOwners,edgesDirection,282,100,1
247bb2ac-b7ba-4b04-a07c-72144e7c8c75,stgraph,smartbench,small,64,EnvironmentOutlier,edgesDirection,283,8,1
247bb2ac-b7ba-4b04-a07c-72144e7c8c75,stgraph,smartbench,small,64,AgentOutlier,edgesDirection,515,100,1
247bb2ac-b7ba-4b04-a07c-72144e7c8c75,stgraph,smartbench,small,64,AgentHistory,edgesDirection,20,1,1
