test_id,model,dataset,datasetSize,threads,queryName,queryType,elapsedTime,numEntities,numMachines
90ca6d11-089b-401f-9b34-7915f5741082,stgraph,smartbench,small,1,AgentHistory,edgesDirection,24,1,1
83606f31-682a-4eac-ae88-6329a877066b,stgraph,smartbench,small,1,EnvironmentCoverage,edgesDirection,1,10,1
83606f31-682a-4eac-ae88-6329a877066b,stgraph,smartbench,small,1,EnvironmentAggregate,edgesDirection,1804,100,1
83606f31-682a-4eac-ae88-6329a877066b,stgraph,smartbench,small,1,MaintenanceOwners,edgesDirection,1478,100,1
83606f31-682a-4eac-ae88-6329a877066b,stgraph,smartbench,small,1,EnvironmentOutlier,edgesDirection,1549,8,1
83606f31-682a-4eac-ae88-6329a877066b,stgraph,smartbench,small,1,AgentOutlier,edgesDirection,3621,100,1
83606f31-682a-4eac-ae88-6329a877066b,stgraph,smartbench,small,1,AgentHistory,edgesDirection,19,1,1
38325804-4711-4894-a970-ce1c4d140d85,stgraph,smartbench,small,1,EnvironmentCoverage,edgesDirection,1,10,1
38325804-4711-4894-a970-ce1c4d140d85,stgraph,smartbench,small,1,EnvironmentAggregate,edgesDirection,1794,100,1
38325804-4711-4894-a970-ce1c4d140d85,stgraph,smartbench,small,1,MaintenanceOwners,edgesDirection,1564,100,1
38325804-4711-4894-a970-ce1c4d140d85,stgraph,smartbench,small,1,EnvironmentOutlier,edgesDirection,1706,8,1
38325804-4711-4894-a970-ce1c4d140d85,stgraph,smartbench,small,1,AgentOutlier,edgesDirection,3646,100,1
38325804-4711-4894-a970-ce1c4d140d85,stgraph,smartbench,small,1,AgentHistory,edgesDirection,18,1,1
026ed861-6851-4551-b2ac-b1596969971e,stgraph,smartbench,small,1,EnvironmentCoverage,edgesDirection,1,10,1
026ed861-6851-4551-b2ac-b1596969971e,stgraph,smartbench,small,1,EnvironmentAggregate,edgesDirection,1777,100,1
026ed861-6851-4551-b2ac-b1596969971e,stgraph,smartbench,small,1,MaintenanceOwners,edgesDirection,1495,100,1
026ed861-6851-4551-b2ac-b1596969971e,stgraph,smartbench,small,1,EnvironmentOutlier,edgesDirection,1524,8,1
026ed861-6851-4551-b2ac-b1596969971e,stgraph,smartbench,small,1,AgentOutlier,edgesDirection,3659,100,1
026ed861-6851-4551-b2ac-b1596969971e,stgraph,smartbench,small,1,AgentHistory,edgesDirection,18,1,1
8fef6771-41fa-4bba-b397-2ef80e7f4774,stgraph,smartbench,small,1,EnvironmentCoverage,edgesDirection,3,10,1
8fef6771-41fa-4bba-b397-2ef80e7f4774,stgraph,smartbench,small,1,EnvironmentAggregate,edgesDirection,1782,100,1
8fef6771-41fa-4bba-b397-2ef80e7f4774,stgraph,smartbench,small,1,MaintenanceOwners,edgesDirection,1397,100,1
8fef6771-41fa-4bba-b397-2ef80e7f4774,stgraph,smartbench,small,1,EnvironmentOutlier,edgesDirection,1502,8,1
8fef6771-41fa-4bba-b397-2ef80e7f4774,stgraph,smartbench,small,1,AgentOutlier,edgesDirection,3631,100,1
8fef6771-41fa-4bba-b397-2ef80e7f4774,stgraph,smartbench,small,1,AgentHistory,edgesDirection,21,1,1
95e5e00f-d8b4-416f-b1cd-4d2f12946112,stgraph,smartbench,small,1,EnvironmentCoverage,edgesDirection,1,10,1
95e5e00f-d8b4-416f-b1cd-4d2f12946112,stgraph,smartbench,small,1,EnvironmentAggregate,edgesDirection,1831,100,1
95e5e00f-d8b4-416f-b1cd-4d2f12946112,stgraph,smartbench,small,1,MaintenanceOwners,edgesDirection,1472,100,1
95e5e00f-d8b4-416f-b1cd-4d2f12946112,stgraph,smartbench,small,1,EnvironmentOutlier,edgesDirection,1527,8,1
95e5e00f-d8b4-416f-b1cd-4d2f12946112,stgraph,smartbench,small,1,AgentOutlier,edgesDirection,3694,100,1
95e5e00f-d8b4-416f-b1cd-4d2f12946112,stgraph,smartbench,small,1,AgentHistory,edgesDirection,19,1,1
5f0cfc69-6f84-4e0a-8fa3-6680f40111aa,stgraph,smartbench,small,2,EnvironmentCoverage,edgesDirection,36,10,1
5f0cfc69-6f84-4e0a-8fa3-6680f40111aa,stgraph,smartbench,small,2,EnvironmentAggregate,edgesDirection,1140,100,1
5f0cfc69-6f84-4e0a-8fa3-6680f40111aa,stgraph,smartbench,small,2,MaintenanceOwners,edgesDirection,1138,100,1
5f0cfc69-6f84-4e0a-8fa3-6680f40111aa,stgraph,smartbench,small,2,EnvironmentOutlier,edgesDirection,951,8,1
5f0cfc69-6f84-4e0a-8fa3-6680f40111aa,stgraph,smartbench,small,2,AgentOutlier,edgesDirection,1990,100,1
5f0cfc69-6f84-4e0a-8fa3-6680f40111aa,stgraph,smartbench,small,2,AgentHistory,edgesDirection,25,1,1
6b3f463f-8d48-4c85-8a4f-5ae6bfb4c8a0,stgraph,smartbench,small,2,EnvironmentCoverage,edgesDirection,2,10,1
6b3f463f-8d48-4c85-8a4f-5ae6bfb4c8a0,stgraph,smartbench,small,2,EnvironmentAggregate,edgesDirection,948,100,1
6b3f463f-8d48-4c85-8a4f-5ae6bfb4c8a0,stgraph,smartbench,small,2,MaintenanceOwners,edgesDirection,873,100,1
6b3f463f-8d48-4c85-8a4f-5ae6bfb4c8a0,stgraph,smartbench,small,2,EnvironmentOutlier,edgesDirection,902,8,1
6b3f463f-8d48-4c85-8a4f-5ae6bfb4c8a0,stgraph,smartbench,small,2,AgentOutlier,edgesDirection,1941,100,1
6b3f463f-8d48-4c85-8a4f-5ae6bfb4c8a0,stgraph,smartbench,small,2,AgentHistory,edgesDirection,22,1,1
2a98d11b-cf58-46cb-8b4e-36635e05ecdb,stgraph,smartbench,small,2,EnvironmentCoverage,edgesDirection,1,10,1
2a98d11b-cf58-46cb-8b4e-36635e05ecdb,stgraph,smartbench,small,2,EnvironmentAggregate,edgesDirection,942,100,1
2a98d11b-cf58-46cb-8b4e-36635e05ecdb,stgraph,smartbench,small,2,MaintenanceOwners,edgesDirection,844,100,1
2a98d11b-cf58-46cb-8b4e-36635e05ecdb,stgraph,smartbench,small,2,EnvironmentOutlier,edgesDirection,915,8,1
2a98d11b-cf58-46cb-8b4e-36635e05ecdb,stgraph,smartbench,small,2,AgentOutlier,edgesDirection,1944,100,1
2a98d11b-cf58-46cb-8b4e-36635e05ecdb,stgraph,smartbench,small,2,AgentHistory,edgesDirection,18,1,1
9af1a7d0-d4cd-4d15-a2e0-9cc6585620f9,stgraph,smartbench,small,2,EnvironmentCoverage,edgesDirection,1,10,1
9af1a7d0-d4cd-4d15-a2e0-9cc6585620f9,stgraph,smartbench,small,2,EnvironmentAggregate,edgesDirection,890,100,1
9af1a7d0-d4cd-4d15-a2e0-9cc6585620f9,stgraph,smartbench,small,2,MaintenanceOwners,edgesDirection,832,100,1
9af1a7d0-d4cd-4d15-a2e0-9cc6585620f9,stgraph,smartbench,small,2,EnvironmentOutlier,edgesDirection,876,8,1
9af1a7d0-d4cd-4d15-a2e0-9cc6585620f9,stgraph,smartbench,small,2,AgentOutlier,edgesDirection,1935,100,1
9af1a7d0-d4cd-4d15-a2e0-9cc6585620f9,stgraph,smartbench,small,2,AgentHistory,edgesDirection,21,1,1
f2ac8469-583e-4405-86cf-ebb300fc804f,stgraph,smartbench,small,2,EnvironmentCoverage,edgesDirection,1,10,1
f2ac8469-583e-4405-86cf-ebb300fc804f,stgraph,smartbench,small,2,EnvironmentAggregate,edgesDirection,912,100,1
f2ac8469-583e-4405-86cf-ebb300fc804f,stgraph,smartbench,small,2,MaintenanceOwners,edgesDirection,813,100,1
f2ac8469-583e-4405-86cf-ebb300fc804f,stgraph,smartbench,small,2,EnvironmentOutlier,edgesDirection,888,8,1
f2ac8469-583e-4405-86cf-ebb300fc804f,stgraph,smartbench,small,2,AgentOutlier,edgesDirection,1932,100,1
f2ac8469-583e-4405-86cf-ebb300fc804f,stgraph,smartbench,small,2,AgentHistory,edgesDirection,21,1,1
febeee5f-7d58-44c4-a1ba-287d8e6f3c2e,stgraph,smartbench,small,2,EnvironmentCoverage,edgesDirection,2,10,1
febeee5f-7d58-44c4-a1ba-287d8e6f3c2e,stgraph,smartbench,small,2,EnvironmentAggregate,edgesDirection,885,100,1
febeee5f-7d58-44c4-a1ba-287d8e6f3c2e,stgraph,smartbench,small,2,MaintenanceOwners,edgesDirection,890,100,1
febeee5f-7d58-44c4-a1ba-287d8e6f3c2e,stgraph,smartbench,small,2,EnvironmentOutlier,edgesDirection,878,8,1
